Record_Date,Equipment_ID,Equipment_Type,Fleet_Category,Manufacturer,Fuel_Type,Equipment_Age_Year,Daily_Operating_Hours,ULD_Handling_Count,Consecutive_Working_Days,Cargo_Weight_Handled_KG,Overload_Event_Count,Breakdown_Count_6M,Operator_Experience_Years,Battery_Status,Hydraulic_Leak_Observed,Warehouse_Zone,Outdoor_Usage,Warning_Indicator_Count,Downtime_Hours_Last_30D,Peak_Hour_Operations,Failure_Risk_Level
2024-01-07,UT-065,ULD Transporter,Warehouse,TLD,Diesel,3.2,13,49,16,32536,8,23,6,Good,No,Cold Storage,Yes,8,8,Yes,Low
2024-01-07,F-024,Forklift,Ramp,Toyota,Electric,4.5,13,43,14,21973,8,66,12,Good,No,Export,Yes,8,5,No,Low
2024-01-07,PT-079,Pallet Transporter,Ramp,Caterpillar,Electric,2.9,14,25,12,11475,8,36,6,Good,No,General Cargo,No,4,0,Yes,Low
2024-01-07,F-019,Forklift,Ramp,Hyster,Diesel,2.2,14,43,12,28165,6,70,4,Good,Yes,General Cargo,Yes,6,2,Yes,Low
2024-01-07,PT-085,Pallet Transporter,Cargo,Hyster,Electric,1.4,12,18,15,12024,2,22,9,Critical,No,Cold Storage,Yes,1,2,Yes,Low
2024-01-07,F-004,Forklift,Cargo,Caterpillar,Electric,8.3,14,28,20,17388,8,54,5,Good,Yes,Export,Yes,5,1,Yes,Medium
2024-01-08,BL-027,Belt Loader,Warehouse,Jungheinrich,Electric,3.4,10,53,13,29574,4,26,7,Weak,No,Export,Yes,2,1,Yes,Low
2024-01-08,CT-044,Cargo Tractor,Ramp,TLD,Diesel,5.8,12,69,21,21597,7,40,11,Good,Yes,General Cargo,No,7,5,No,Medium
2024-01-08,F-007,Forklift,Warehouse,Jungheinrich,Electric,7.9,15,49,19,26656,6,52,3,Good,Yes,Import,Yes,8,2,No,High
2024-01-08,BL-040,Belt Loader,Ramp,Toyota,Diesel,8.5,10,39,8,17394,3,32,10,Good,No,Cold Storage,No,6,0,Yes,Low
2024-01-08,F-017,Forklift,Ramp,Hyster,Electric,1.5,10,56,16,24584,5,60,8,Good,No,General Cargo,No,6,15,No,Low
2024-01-08,F-004,Forklift,Cargo,Caterpillar,Electric,8.3,15,58,11,29870,8,55,8,Good,Yes,Cold Storage,No,5,2,Yes,Medium
2024-01-08,F-020,Forklift,Warehouse,Toyota,Diesel,1.9,12,25,13,11275,3,33,1,Critical,No,Import,Yes,1,0,Yes,Low
2024-01-08,CT-049,Cargo Tractor,Warehouse,Toyota,Diesel,8.4,11,19,14,10412,4,36,3,Good,No,Import,Yes,7,2,Yes,Low
2024-01-08,BL-026,Belt Loader,Warehouse,Caterpillar,Diesel,6.5,11,22,18,14608,6,30,14,Good,Yes,General Cargo,No,4,3,No,Low
2024-01-08,BL-028,Belt Loader,Cargo,Toyota,Diesel,6.0,14,53,12,20405,4,32,6,Good,No,Cold Storage,No,8,5,Yes,Low
2024-01-08,CT-056,Cargo Tractor,Ramp,Jungheinrich,Diesel,3.9,15,15,13,8700,7,37,10,Good,No,Cold Storage,Yes,8,3,Yes,Low
2024-01-08,F-022,Forklift,Cargo,Jungheinrich,Diesel,2.2,12,59,14,40592,4,66,14,Weak,No,General Cargo,Yes,3,0,Yes,Low
2024-01-08,UT-068,ULD Transporter,Warehouse,Hyster,Electric,6.7,10,35,14,15365,4,35,3,Good,No,Cold Storage,Yes,8,2,Yes,Low
2024-01-08,UT-067,ULD Transporter,Ramp,Caterpillar,Electric,5.2,15,52,18,27924,8,32,5,Good,Yes,General Cargo,Yes,8,9,Yes,High
2024-01-08,F-013,Forklift,Ramp,Toyota,Diesel,3.7,14,22,11,9526,8,55,14,Good,Yes,Import,No,8,18,No,Low
2024-01-08,CT-045,Cargo Tractor,Ramp,Toyota,Electric,3.0,14,51,16,31977,4,40,13,Good,No,Export,Yes,6,0,No,Low
2024-01-08,CT-053,Cargo Tractor,Cargo,Jungheinrich,Electric,4.5,16,34,21,17952,8,29,4,Good,Yes,Cold Storage,No,8,1,No,Medium
2024-01-08,F-006,Forklift,Warehouse,Hyster,Electric,2.6,14,59,15,34987,8,62,4,Good,No,General Cargo,No,8,1,No,Low
2024-01-08,BL-031,Belt Loader,Cargo,Hyster,Electric,5.3,13,25,17,12175,8,31,11,Good,Yes,General Cargo,No,8,7,No,Low
2024-01-08,BL-030,Belt Loader,Ramp,Caterpillar,Electric,1.3,12,21,19,14007,7,39,8,Good,No,Export,No,8,6,Yes,Low
2024-01-08,F-008,Forklift,Ramp,Caterpillar,Diesel,5.0,15,21,12,8274,8,54,5,Good,Yes,Export,No,8,6,Yes,Medium
2024-01-08,PT-084,Pallet Transporter,Cargo,Caterpillar,Electric,5.5,14,18,21,6138,8,24,15,Good,No,Export,No,8,5,Yes,Low
2024-01-08,PT-078,Pallet Transporter,Cargo,Hyster,Electric,3.0,13,37,16,21608,3,26,3,Good,No,General Cargo,No,8,3,Yes,Low
2024-01-08,CT-048,Cargo Tractor,Cargo,TLD,Diesel,4.0,15,40,14,23880,8,37,11,Good,Yes,General Cargo,Yes,8,5,No,Medium
2024-01-08,F-014,Forklift,Ramp,Jungheinrich,Diesel,5.8,11,22,12,13992,7,61,12,Good,No,General Cargo,No,8,2,No,Low
2024-01-09,F-018,Forklift,Cargo,Caterpillar,Electric,6.7,14,53,12,21571,8,66,8,Good,Yes,General Cargo,No,6,3,No,Low
2024-01-09,F-021,Forklift,Cargo,Toyota,Electric,6.2,12,48,17,14400,8,67,5,Good,Yes,Import,Yes,6,7,No,Medium
2024-01-09,CT-047,Cargo Tractor,Warehouse,Toyota,Diesel,6.8,12,41,17,25338,6,40,11,Good,Yes,Export,No,5,1,Yes,Low
2024-01-09,CT-043,Cargo Tractor,Cargo,Toyota,Diesel,8.0,13,28,12,13692,6,36,12,Good,Yes,Cold Storage,No,7,4,No,Low
2024-01-09,CT-058,Cargo Tractor,Warehouse,Jungheinrich,Diesel,4.2,15,64,22,26816,8,34,12,Good,Yes,Cold Storage,Yes,7,5,No,High
2024-01-09,CT-055,Cargo Tractor,Cargo,Jungheinrich,Diesel,7.3,12,65,11,39130,2,33,6,Critical,No,Cold Storage,No,3,1,No,Low
2024-01-09,F-019,Forklift,Ramp,Hyster,Diesel,2.2,11,34,16,14790,6,70,3,Good,Yes,Import,No,6,3,No,Low
2024-01-09,F-015,Forklift,Warehouse,Jungheinrich,Electric,4.0,12,24,11,11952,4,59,14,Good,No,Import,Yes,8,3,Yes,Low
2024-01-09,F-010,Forklift,Warehouse,Hyster,Electric,5.1,9,15,5,4995,2,46,15,Critical,No,Import,Yes,2,1,No,Low
2024-01-09,PT-083,Pallet Transporter,Warehouse,Jungheinrich,Electric,2.3,15,23,16,9361,7,28,8,Good,No,Export,No,6,2,No,Low
2024-01-09,PT-081,Pallet Transporter,Ramp,Caterpillar,Diesel,3.5,13,26,14,15652,6,33,6,Good,Yes,Cold Storage,Yes,6,5,No,Low
2024-01-09,SL-087,Scissor Lift,Ramp,Hyster,Diesel,7.7,15,56,17,32872,6,17,1,Good,Yes,General Cargo,No,5,1,No,High
2024-01-09,UT-063,ULD Transporter,Ramp,Caterpillar,Diesel,1.3,13,60,20,25020,5,18,9,Good,No,Cold Storage,No,7,4,Yes,Low
2024-01-09,PT-077,Pallet Transporter,Warehouse,Jungheinrich,Diesel,7.5,14,73,19,35332,6,35,10,Good,Yes,Cold Storage,No,7,3,No,High
2024-01-09,BL-038,Belt Loader,Ramp,Jungheinrich,Electric,7.9,10,17,10,9673,5,16,12,Weak,No,Cold Storage,No,5,4,Yes,Low
2024-01-09,CT-060,Cargo Tractor,Warehouse,Jungheinrich,Electric,5.1,15,21,21,6510,8,37,7,Good,Yes,Export,No,8,1,No,Medium
2024-01-09,F-014,Forklift,Ramp,Jungheinrich,Diesel,5.8,13,71,12,48493,6,62,10,Critical,No,Export,Yes,5,0,No,Low
2024-01-09,F-011,Forklift,Warehouse,TLD,Electric,7.7,14,58,16,34858,7,70,11,Good,Yes,Import,Yes,7,1,Yes,High
2024-01-09,UT-062,ULD Transporter,Warehouse,Jungheinrich,Diesel,9.0,14,41,18,12669,8,40,14,Good,Yes,General Cargo,Yes,8,13,Yes,High
2024-01-09,CT-046,Cargo Tractor,Ramp,Caterpillar,Electric,4.4,11,15,10,6075,6,38,9,Good,Yes,Export,Yes,3,1,No,Low
2024-01-09,F-003,Forklift,Warehouse,Hyster,Diesel,3.0,13,52,13,23192,6,48,5,Good,Yes,General Cargo,No,8,7,No,Low
2024-01-09,SL-088,Scissor Lift,Warehouse,TLD,Diesel,7.0,13,44,15,27808,3,6,1,Good,No,Export,Yes,8,2,Yes,Low
2024-01-09,UT-075,ULD Transporter,Cargo,Jungheinrich,Diesel,7.7,12,37,20,21238,8,29,2,Good,No,Export,Yes,8,8,No,Low
2024-01-09,SL-086,Scissor Lift,Ramp,Caterpillar,Electric,6.2,10,45,17,30015,6,10,3,Good,No,Import,Yes,4,2,No,Low
2024-01-09,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,5.5,11,29,11,14471,7,37,9,Good,No,Cold Storage,No,1,3,No,Low
2024-01-09,F-024,Forklift,Ramp,Toyota,Electric,4.5,15,67,11,21306,8,67,8,Good,No,Import,No,8,5,No,Low
2024-01-09,F-025,Forklift,Cargo,Jungheinrich,Diesel,6.4,16,31,13,13578,8,36,2,Good,No,Cold Storage,Yes,6,0,No,Low
2024-01-09,F-012,Forklift,Ramp,Hyster,Electric,1.1,13,22,14,13112,6,55,15,Good,Yes,Cold Storage,Yes,4,0,Yes,Low
2024-01-09,BL-033,Belt Loader,Warehouse,Jungheinrich,Diesel,7.8,12,69,18,26565,5,34,2,Critical,No,Cold Storage,Yes,5,0,Yes,Medium
2024-01-09,CT-051,Cargo Tractor,Cargo,Caterpillar,Electric,7.5,11,74,7,48544,1,38,14,Good,No,General Cargo,No,6,1,No,Low
2024-01-09,UT-069,ULD Transporter,Ramp,TLD,Diesel,8.8,13,62,12,25296,8,36,5,Good,No,General Cargo,Yes,5,3,No,Low
2024-01-09,F-017,Forklift,Ramp,Hyster,Electric,1.5,10,16,14,9360,5,61,5,Good,No,Cold Storage,No,6,15,No,Low
2024-01-09,UT-065,ULD Transporter,Warehouse,TLD,Diesel,3.2,14,57,14,17499,8,24,12,Good,No,General Cargo,Yes,8,8,Yes,Low
2024-01-10,PT-076,Pallet Transporter,Ramp,Jungheinrich,Electric,7.2,15,56,14,22400,6,32,8,Good,No,Cold Storage,Yes,6,7,No,Low
2024-01-10,PT-080,Pallet Transporter,Cargo,Jungheinrich,Electric,7.1,13,51,15,24225,8,40,13,Good,Yes,Cold Storage,No,8,8,Yes,Medium
2024-01-10,CT-056,Cargo Tractor,Ramp,Jungheinrich,Diesel,3.9,13,52,16,26624,7,38,10,Good,No,Cold Storage,Yes,8,3,Yes,Low
2024-01-10,PT-082,Pallet Transporter,Ramp,Hyster,Electric,5.5,14,61,20,36295,7,37,1,Good,Yes,Export,No,5,3,No,Medium
2024-01-10,SL-090,Scissor Lift,Warehouse,Toyota,Diesel,1.5,13,56,27,20048,8,15,1,Good,Yes,Cold Storage,Yes,8,0,No,Medium
2024-01-10,F-014,Forklift,Ramp,Jungheinrich,Diesel,5.8,15,54,13,28404,6,63,6,Good,Yes,Export,Yes,5,1,Yes,Low
2024-01-10,UT-073,ULD Transporter,Warehouse,Jungheinrich,Electric,3.6,15,36,14,17424,8,28,1,Good,Yes,Cold Storage,Yes,8,5,Yes,Medium
2024-01-10,F-004,Forklift,Cargo,Caterpillar,Electric,8.3,13,58,13,29638,8,56,7,Good,Yes,General Cargo,No,6,2,No,Medium
2024-01-10,F-009,Forklift,Ramp,Caterpillar,Electric,2.9,13,61,12,41907,8,61,14,Good,Yes,Import,Yes,8,9,Yes,High
2024-01-10,UT-066,ULD Transporter,Warehouse,Jungheinrich,Diesel,8.7,10,24,7,8160,1,9,6,Weak,No,Export,Yes,5,3,No,Low
2024-01-10,CT-054,Cargo Tractor,Ramp,Caterpillar,Diesel,3.9,13,69,13,46161,7,29,3,Good,No,Export,No,8,0,No,Low
2024-01-10,F-001,Forklift,Ramp,Hyster,Diesel,8.0,13,63,17,34650,6,51,8,Good,No,Import,Yes,8,2,Yes,Medium
2024-01-10,UT-074,ULD Transporter,Cargo,Jungheinrich,Diesel,2.1,14,16,15,5248,8,34,9,Good,Yes,Import,No,8,3,Yes,Low
2024-01-10,F-023,Forklift,Ramp,Jungheinrich,Diesel,7.1,12,25,21,11050,8,59,10,Good,Yes,Import,No,8,11,No,High
2024-01-10,F-013,Forklift,Ramp,Toyota,Diesel,3.7,13,28,17,8484,8,55,7,Good,Yes,Export,No,8,18,Yes,Medium
2024-01-10,F-002,Forklift,Cargo,Caterpillar,Diesel,6.1,15,18,16,6516,8,48,7,Good,No,Import,Yes,8,6,No,Low
2024-01-10,BL-039,Belt Loader,Cargo,Toyota,Diesel,2.4,13,58,20,17516,8,31,7,Good,Yes,Cold Storage,No,8,8,No,Medium
2024-01-10,SL-089,Scissor Lift,Cargo,Hyster,Electric,1.5,11,21,22,10458,5,15,7,Good,No,Export,Yes,6,4,No,Low
2024-01-10,F-022,Forklift,Cargo,Jungheinrich,Diesel,2.2,13,21,15,12957,5,67,13,Weak,No,Import,Yes,4,1,Yes,Low
2024-01-10,BL-037,Belt Loader,Ramp,TLD,Diesel,1.7,14,19,16,8379,8,28,11,Good,Yes,Import,No,7,5,No,Low
2024-01-10,F-016,Forklift,Cargo,Jungheinrich,Diesel,4.9,12,30,13,14550,0,39,9,Critical,No,General Cargo,Yes,0,0,Yes,Low
2024-01-10,F-015,Forklift,Warehouse,Jungheinrich,Electric,4.0,14,40,10,27680,4,59,3,Good,No,Cold Storage,Yes,8,3,No,Low
2024-01-10,F-024,Forklift,Ramp,Toyota,Electric,4.5,13,29,11,18705,8,68,3,Good,No,Export,No,8,5,No,Low
2024-01-10,F-021,Forklift,Cargo,Toyota,Electric,6.2,14,22,10,14410,8,67,4,Good,Yes,Export,No,6,7,Yes,Low
2024-01-10,CT-057,Cargo Tractor,Ramp,Caterpillar,Diesel,1.3,10,22,13,13266,2,14,11,Critical,No,Export,No,1,0,No,Low
2024-01-10,BL-036,Belt Loader,Warehouse,Caterpillar,Diesel,4.2,14,34,16,14654,6,35,9,Good,No,Cold Storage,No,5,11,Yes,Low
2024-01-10,F-005,Forklift,Ramp,Toyota,Diesel,5.4,14,63,17,25956,8,60,5,Good,No,Export,Yes,8,7,No,Low
2024-01-10,BL-032,Belt Loader,Ramp,TLD,Electric,2.1,13,71,16,23856,4,22,1,Weak,No,Export,No,5,0,Yes,Low
2024-01-10,F-003,Forklift,Warehouse,Hyster,Diesel,3.0,15,39,15,15015,7,49,4,Good,Yes,Cold Storage,Yes,8,8,Yes,Medium
2024-01-10,F-019,Forklift,Ramp,Hyster,Diesel,2.2,11,57,10,19494,6,71,8,Good,No,General Cargo,No,6,3,Yes,Low
2024-01-11,BL-030,Belt Loader,Ramp,Caterpillar,Electric,1.3,14,31,18,18104,7,39,7,Good,No,Cold Storage,No,8,6,Yes,Low
2024-01-11,CT-053,Cargo Tractor,Cargo,Jungheinrich,Electric,4.5,13,23,16,7866,8,29,6,Good,Yes,General Cargo,Yes,8,1,No,Medium
2024-01-11,F-007,Forklift,Warehouse,Jungheinrich,Electric,7.9,15,42,17,27888,6,52,11,Good,Yes,Export,Yes,8,3,No,High
2024-01-11,UT-075,ULD Transporter,Cargo,Jungheinrich,Diesel,7.7,15,59,18,31624,8,30,8,Good,No,Import,No,8,8,No,Medium
2024-01-11,F-018,Forklift,Cargo,Caterpillar,Electric,6.7,14,75,17,37200,8,67,7,Good,No,Cold Storage,Yes,6,3,Yes,Medium
2024-01-11,CT-042,Cargo Tractor,Warehouse,Toyota,Electric,6.7,16,28,13,8512,8,40,13,Good,Yes,Export,Yes,8,9,No,Medium
2024-01-11,CT-052,Cargo Tractor,Cargo,Jungheinrich,Diesel,4.7,14,51,15,18972,8,47,13,Good,Yes,Import,Yes,8,9,No,Medium
2024-01-11,F-002,Forklift,Cargo,Caterpillar,Diesel,6.1,13,47,18,31913,8,49,4,Good,No,Import,No,8,6,No,Low
2024-01-11,F-005,Forklift,Ramp,Toyota,Diesel,5.4,12,44,12,30756,8,60,11,Good,No,Export,No,8,8,No,Low
2024-01-11,UT-064,ULD Transporter,Warehouse,Caterpillar,Diesel,7.9,13,23,17,7958,5,38,4,Good,No,Export,No,6,2,No,Low
2024-01-11,UT-069,ULD Transporter,Ramp,TLD,Diesel,8.8,12,49,12,15092,8,37,5,Good,No,Cold Storage,Yes,5,3,Yes,Low
2024-01-11,CT-041,Cargo Tractor,Ramp,Hyster,Electric,5.7,12,75,19,31125,8,37,1,Good,Yes,General Cargo,Yes,8,5,No,High
2024-01-11,CT-049,Cargo Tractor,Warehouse,Toyota,Diesel,8.4,10,20,15,7020,4,36,4,Good,No,Export,No,7,2,No,Low
2024-01-11,BL-035,Belt Loader,Ramp,Toyota,Diesel,5.9,16,75,15,44475,8,44,1,Good,No,Cold Storage,Yes,8,5,No,Low
2024-01-11,BL-029,Belt Loader,Cargo,Hyster,Diesel,1.9,15,50,20,20750,4,35,4,Critical,No,Export,Yes,4,1,No,Low
2024-01-11,BL-034,Belt Loader,Warehouse,Toyota,Diesel,5.3,15,64,21,36928,8,35,7,Good,No,Export,No,8,9,Yes,High
2024-01-11,F-014,Forklift,Ramp,Jungheinrich,Diesel,5.8,13,25,8,8075,7,64,4,Good,Yes,General Cargo,No,6,1,Yes,Low
2024-01-11,F-015,Forklift,Warehouse,Jungheinrich,Electric,4.0,12,73,6,48837,4,60,7,Good,No,Export,No,8,4,No,Low
2024-01-11,UT-070,ULD Transporter,Cargo,Toyota,Electric,4.8,13,53,17,24804,8,29,3,Good,Yes,Export,No,4,2,Yes,Low
2024-01-11,CT-045,Cargo Tractor,Ramp,Toyota,Electric,3.0,11,74,15,34854,5,41,9,Good,No,Import,Yes,6,0,Yes,Low
2024-01-11,F-001,Forklift,Ramp,Hyster,Diesel,8.0,12,68,11,42296,7,52,2,Good,No,Import,Yes,8,2,Yes,Medium
2024-01-11,CT-048,Cargo Tractor,Cargo,TLD,Diesel,4.0,14,41,14,21484,8,38,4,Good,Yes,Export,No,8,5,Yes,Low
2024-01-11,F-006,Forklift,Warehouse,Hyster,Electric,2.6,12,31,13,20770,8,62,11,Good,Yes,Import,No,8,1,Yes,Low
2024-01-11,F-011,Forklift,Warehouse,TLD,Electric,7.7,14,62,13,25172,7,71,1,Good,No,Import,Yes,8,1,Yes,Low
2024-01-11,PT-083,Pallet Transporter,Warehouse,Jungheinrich,Electric,2.3,13,19,11,9101,5,28,7,Critical,No,General Cargo,Yes,3,0,Yes,Low
2024-01-11,CT-059,Cargo Tractor,Warehouse,Jungheinrich,Electric,7.1,16,28,15,12012,6,42,8,Critical,No,Cold Storage,Yes,5,1,Yes,Medium
2024-01-11,PT-085,Pallet Transporter,Cargo,Hyster,Electric,1.4,13,29,13,12499,2,22,12,Critical,No,Cold Storage,No,2,2,Yes,Low
2024-01-11,F-020,Forklift,Warehouse,Toyota,Diesel,1.9,11,18,15,7092,3,33,15,Critical,No,Import,No,1,0,Yes,Low
2024-01-11,UT-068,ULD Transporter,Warehouse,Hyster,Electric,6.7,13,24,13,9144,4,36,7,Good,No,Cold Storage,Yes,8,2,No,Low
2024-01-11,UT-072,ULD Transporter,Warehouse,Hyster,Electric,4.8,16,45,14,27630,8,30,8,Good,Yes,Import,Yes,8,12,No,Medium
2024-01-11,F-013,Forklift,Ramp,Toyota,Diesel,3.7,14,16,12,6816,6,56,15,Critical,No,Import,No,5,14,No,Low
2024-01-11,PT-077,Pallet Transporter,Warehouse,Jungheinrich,Diesel,7.5,13,59,13,20827,6,35,14,Good,No,Import,Yes,7,3,No,Low
2024-01-11,F-019,Forklift,Ramp,Hyster,Diesel,2.2,14,32,11,14912,7,72,13,Good,No,Export,No,6,3,Yes,Low
2024-01-11,F-008,Forklift,Ramp,Caterpillar,Diesel,5.0,16,20,15,11440,8,54,6,Good,No,General Cargo,No,8,7,No,Low
2024-01-12,F-016,Forklift,Cargo,Jungheinrich,Diesel,4.9,8,15,7,8100,1,39,6,Critical,No,Cold Storage,Yes,1,0,Yes,Low
2024-01-12,F-021,Forklift,Cargo,Toyota,Electric,6.2,13,62,18,38812,8,67,1,Good,Yes,Export,Yes,6,7,Yes,High
2024-01-12,F-012,Forklift,Ramp,Hyster,Electric,1.1,11,22,10,11968,6,56,14,Good,No,Cold Storage,No,4,0,Yes,Low
2024-01-12,CT-047,Cargo Tractor,Warehouse,Toyota,Diesel,6.8,11,29,13,15428,6,41,4,Good,Yes,Import,No,5,1,No,Low
2024-01-12,UT-065,ULD Transporter,Warehouse,TLD,Diesel,3.2,13,47,15,19176,8,24,1,Good,No,Export,No,8,8,Yes,Low
2024-01-12,F-025,Forklift,Cargo,Jungheinrich,Diesel,6.4,12,18,12,12582,8,36,10,Good,Yes,Export,No,6,0,No,Low
2024-01-12,UT-071,ULD Transporter,Warehouse,TLD,Electric,8.4,13,67,14,43416,8,28,14,Good,Yes,Cold Storage,Yes,8,14,No,High
2024-01-12,UT-061,ULD Transporter,Cargo,TLD,Electric,5.0,16,20,20,13360,8,32,1,Good,Yes,Import,Yes,8,9,Yes,High
2024-01-12,PT-078,Pallet Transporter,Cargo,Hyster,Electric,3.0,9,19,11,8911,3,27,12,Good,No,Cold Storage,Yes,8,3,No,Low
2024-01-12,PT-079,Pallet Transporter,Ramp,Caterpillar,Electric,2.9,14,43,21,17372,8,36,13,Good,No,Export,No,4,0,Yes,Low
2024-01-12,F-013,Forklift,Ramp,Toyota,Diesel,3.7,14,62,9,36890,6,57,8,Good,No,Export,Yes,5,14,Yes,Low
2024-01-12,CT-043,Cargo Tractor,Cargo,Toyota,Diesel,8.0,15,17,11,8449,6,36,4,Good,Yes,Cold Storage,Yes,8,4,No,Medium
2024-01-12,BL-036,Belt Loader,Warehouse,Caterpillar,Diesel,4.2,12,66,15,38610,6,35,2,Good,No,General Cargo,No,6,11,Yes,Low
2024-01-12,CT-058,Cargo Tractor,Warehouse,Jungheinrich,Diesel,4.2,12,42,20,16800,8,34,7,Good,No,Cold Storage,No,8,5,Yes,Low
2024-01-12,F-010,Forklift,Warehouse,Hyster,Electric,5.1,11,72,12,43992,2,46,5,Critical,No,General Cargo,Yes,2,1,Yes,Low
2024-01-12,F-011,Forklift,Warehouse,TLD,Electric,7.7,11,29,17,10933,7,72,4,Good,Yes,Import,No,8,1,No,Medium
2024-01-12,UT-062,ULD Transporter,Warehouse,Jungheinrich,Diesel,9.0,14,16,14,10896,8,41,7,Good,No,Export,No,8,13,No,Low
2024-01-12,CT-056,Cargo Tractor,Ramp,Jungheinrich,Diesel,3.9,12,65,16,30615,8,38,2,Good,No,Import,No,8,3,Yes,Low
2024-01-12,CT-044,Cargo Tractor,Ramp,TLD,Diesel,5.8,12,68,17,40868,7,41,2,Good,Yes,Export,Yes,7,5,No,High
2024-01-12,F-003,Forklift,Warehouse,Hyster,Diesel,3.0,13,75,18,47625,7,49,12,Good,Yes,General Cargo,Yes,8,9,No,High
2024-01-12,F-017,Forklift,Ramp,Hyster,Electric,1.5,12,43,15,14405,6,61,10,Good,Yes,Cold Storage,Yes,7,15,Yes,Medium
2024-01-13,CT-046,Cargo Tractor,Ramp,Caterpillar,Electric,4.4,13,18,11,12096,6,39,2,Good,Yes,Cold Storage,No,3,1,No,Low
2024-01-13,PT-082,Pallet Transporter,Ramp,Hyster,Electric,5.5,12,39,11,20085,7,38,4,Good,Yes,Export,Yes,5,3,No,Low
2024-01-13,F-002,Forklift,Cargo,Caterpillar,Diesel,6.1,13,16,18,7120,8,50,2,Good,No,General Cargo,No,8,6,Yes,Low
2024-01-13,BL-031,Belt Loader,Cargo,Hyster,Electric,5.3,14,66,23,21780,8,31,2,Good,No,General Cargo,Yes,8,7,Yes,Low
2024-01-13,F-005,Forklift,Ramp,Toyota,Diesel,5.4,15,38,18,24396,8,61,9,Good,Yes,Import,No,8,8,No,Medium
2024-01-13,F-009,Forklift,Ramp,Caterpillar,Electric,2.9,15,39,13,17862,8,62,2,Good,No,Export,Yes,8,9,No,Low
2024-01-13,F-006,Forklift,Warehouse,Hyster,Electric,2.6,12,73,14,46501,8,63,11,Good,No,Cold Storage,Yes,8,1,No,Low
2024-01-13,PT-084,Pallet Transporter,Cargo,Caterpillar,Electric,5.5,13,74,22,36778,8,25,14,Good,No,Cold Storage,Yes,8,5,No,Low
2024-01-13,UT-063,ULD Transporter,Ramp,Caterpillar,Diesel,1.3,12,71,10,42245,5,19,7,Good,No,Cold Storage,Yes,7,4,No,Low
2024-01-13,BL-027,Belt Loader,Warehouse,Jungheinrich,Electric,3.5,12,37,15,18796,4,26,14,Weak,No,Export,Yes,2,1,Yes,Low
2024-01-13,CT-060,Cargo Tractor,Warehouse,Jungheinrich,Electric,5.1,16,51,18,31569,8,38,1,Good,No,General Cargo,No,8,1,No,Low
2024-01-13,F-024,Forklift,Ramp,Toyota,Electric,4.5,13,65,19,40495,8,69,8,Good,No,Import,Yes,8,5,Yes,Medium
2024-01-13,CT-048,Cargo Tractor,Cargo,TLD,Diesel,4.0,15,61,19,20801,8,39,4,Good,No,Export,No,8,5,Yes,Low
2024-01-13,BL-033,Belt Loader,Warehouse,Jungheinrich,Diesel,7.8,12,60,19,30000,5,35,7,Good,No,Cold Storage,Yes,6,0,No,Low
2024-01-13,F-004,Forklift,Cargo,Caterpillar,Electric,8.4,14,56,16,23632,8,57,14,Good,Yes,Import,Yes,6,2,No,High
2024-01-13,BL-026,Belt Loader,Warehouse,Caterpillar,Diesel,6.6,15,29,17,12934,6,30,12,Good,Yes,Export,Yes,4,4,No,Medium
2024-01-13,CT-055,Cargo Tractor,Cargo,Jungheinrich,Diesel,7.4,10,43,11,26660,2,33,10,Weak,No,Import,Yes,4,1,No,Low
2024-01-13,F-023,Forklift,Ramp,Jungheinrich,Diesel,7.2,12,23,19,10051,8,59,6,Good,Yes,Import,Yes,8,12,No,High
2024-01-13,F-022,Forklift,Cargo,Jungheinrich,Diesel,2.2,12,62,12,28148,5,67,11,Weak,No,Export,No,4,2,No,Low
2024-01-13,BL-032,Belt Loader,Ramp,TLD,Electric,2.1,12,21,12,13188,4,22,7,Weak,No,Cold Storage,Yes,5,0,Yes,Low
2024-01-13,UT-067,ULD Transporter,Ramp,Caterpillar,Electric,5.2,13,61,20,39284,8,32,2,Good,No,Cold Storage,No,8,9,Yes,Medium
2024-01-13,PT-080,Pallet Transporter,Cargo,Jungheinrich,Electric,7.1,12,53,21,17119,8,41,7,Good,Yes,Import,Yes,8,8,Yes,High
2024-01-13,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,5.5,15,34,12,23460,5,37,14,Critical,No,General Cargo,No,0,0,No,Low
2024-01-13,F-011,Forklift,Warehouse,TLD,Electric,7.7,14,28,12,16576,7,72,6,Good,No,Import,Yes,8,2,Yes,Low
2024-01-13,UT-069,ULD Transporter,Ramp,TLD,Diesel,8.8,13,61,20,41114,8,38,1,Good,No,Cold Storage,Yes,5,3,No,Low
2024-01-13,CT-051,Cargo Tractor,Cargo,Caterpillar,Electric,7.5,8,16,10,9136,0,39,9,Critical,No,Export,No,3,0,No,Low
2024-01-13,UT-073,ULD Transporter,Warehouse,Jungheinrich,Electric,3.6,14,21,20,7539,6,28,3,Critical,No,General Cargo,No,5,1,Yes,Low
2024-01-13,BL-040,Belt Loader,Ramp,Toyota,Diesel,8.5,12,20,9,13840,3,32,15,Good,No,Cold Storage,Yes,6,0,No,Low
2024-01-13,UT-072,ULD Transporter,Warehouse,Hyster,Electric,4.8,14,58,18,34104,8,31,2,Good,No,Export,Yes,8,12,No,Medium
